tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,accountId,nChamps
CHALLENGER,CeFnoihr3Cm1fdNApUG3mfEdUtioZAGDlkANMEcgBtB75IzfmzfjlnOTcA,SPOONKING,824,161,103,False,False,False,True,4Yw5yMtOLhQdkBoUW1yd6T8LW29UvR3dv1lJ0BvFI1PRaG2bakNmB13x,7
CHALLENGER,TIpJx26TfOgFdq5Xv4Fez8fes-Xd6U0nYtwVZVnc73VfJk0,NS Sylvie,733,217,183,True,False,False,False,5cX0w6MnBykUDvjtv5hnZ8naRX4t5t9JzWJ1o0YRMZt9Bpz2HJFjXao1,7
CHALLENGER,qQ4jV9MF47vza-_foLQFBMXXOolhWTNXTcEl_5vOhRcEiBQuA-l9J0Wi6Q,cute sy,635,315,260,False,False,True,True,24Ectsf5h3HcjbObm5fm_KWHvkqoDE-9rBCTkpbC5DmZlxw7pRx4OD0k,1
CHALLENGER,HY06RcefztlwtoYaZonFRuQp2wKgRLfX9_o96yIyi66qEjk2s7S26A93VQ,yao yuan de ta,1085,276,210,True,False,False,False,yUErBcuA8vnYcgJ6P6DysO_xVg1wp1YhH3Dq18rGj3700pchXvQZqoZt,9
CHALLENGER,PEMMp5UCF4D_7dnTLKgvCmDemR84pVAa43mFEGU7pv-wRw,sadsadawdwa,772,162,130,False,False,False,False,bbLwRlk0nEnGVevWrz4L5ilNvLIrjjmWiCBvAXFhiUv0,10
CHALLENGER,DvBcMlnwy6xEqb0Y6cujnRlFzPjnq90vAvigH9l45hDmez8,Fox B Cookie,636,190,159,False,False,True,False,G4-lBf8xuRCE6W8OaKyTuVcVX9EYTF2DRKfPmbHyXU4ZhuQbtLmJ7iOj,8
CHALLENGER,WJhV2s1PG6fiWGJNXMPrruI6WxrhdZvcTOhF9lhlCBhw4jo,Jefl,660,180,140,False,False,False,False,KoN3Gz5PdUYiLXRVIMIpj68hwpwp55Hox0N_uwJAQRIwjiE,1
CHALLENGER,1wDX3FWnAEHvjvnRdVf9NlJYYouqcnPZe6J2ulddrzeXvm4D2v-LooM6tw,yqyx,691,480,431,False,False,True,False,De0s5A-_6OBPb7nKQxFfcj-SrGV7o5rCUjbkbpJoZnWXqb1zEXEMvVJK,9
CHALLENGER,AgeBIwGpaL9FaIW2RYbOHHcxw38nzfLLkANXuk04zSzRVxy_ISDgO4TxEw,새끼돼지한마리,677,572,531,False,False,False,False,HGg-mCsfElv3GEWfwnOHepbmZBc1TLA4eoHudD6jVReIaWuzk_yz0bcN,9
CHALLENGER,BxOlNRe7_wj9LJ98QOEyRSXqGXApFG3dP92LMTEKzo5KPX7NFChs1irb-g,sopho1,918,113,62,False,False,True,False,m67CKTCYwNmjiiRJv7omjUk9ccn4l_p82Dh_9eRTerQqC2H29aQyhEPX,10
CHALLENGER,Fxl1xNLif9RlKK0T4splWB5z6is7HcUSYT-B49Td2RpsovU,스파클링1,624,218,167,False,False,False,False,CeWiBj0Y-NKs8j0wANA5foeUnSNmGd5MkENVJDZs5jMJMv8,6
CHALLENGER,IJ8JWcpZqYw3lvZhnSikTKKmS4fm4ALvSqEm07z5kdvQIAg,mofu weizhen,1169,418,367,True,False,False,False,c0MooxYVlzatxY8fRYNmj_KXIbZfI22BG4ObexXOXTfYw46h2JtfHZRo,11
CHALLENGER,mPIunotes4GQ3LgIJgL80geS4JMg7XSDxjVfulS_ngvL7jy8pinJOgqNWw,구마유시S2,982,152,103,True,False,False,False,X2_km00JoT84IVhe1zBMWamf8rdf6Ab6g-7WjC6AEM0jwKkXA1mnDE-o,10
CHALLENGER,0clSXcp2j4dgZXse15LY0aOpaovwtJP2BP34I0qogroBEDjGjGrwsL48Cw,쿠자니자니,663,159,119,False,False,False,False,QLIwW3DEEGMW7V7AaNbT9smGUIGzXiM_0YirHQFYQAu3rD711rx-xHzi,8
CHALLENGER,W6J9gAZO0wjVXhfvA-7kxeXk-PWVZpQp7gEIgWPZw3wcf1I,Gen G Clid,969,370,325,True,False,False,False,qnUirB72vsDAyyHuXngS4go4TGPs9SmrM-CfjYD4zuOXUBE,10
CHALLENGER,JikKpy_ZKNKT3O1tm9EANa-7Jq4sAXEVQA1HtTeo4rUNyJQ,무지성풀캠좀그만,729,354,310,False,False,True,False,DifLYaTcZmgiazshRe4Qcsy_VkUPtwuCTkHE2hwNe6rGWF1c2hsOcmOC,9
CHALLENGER,zS1L86tbufkYKBYe0DAvpRQ-QkNG2jT13V05FQCdeYoa9sE,Liiv OnFleek,754,515,477,False,False,False,False,qK3vx0iJH4omAxEWCgZRrIyVpPl1dmZLRjLjw6cFfCwbfME,12
CHALLENGER,WaPkRwmSvm4CVJLBe9mxSCcaDoaCARnE02051nqjtQMYr26alU9pekKlwg,하루 물 한 통,697,178,148,True,False,False,True,4tmbYgaKr6YNq5eysOxxjjqhh-hf67l--Jb1K_M2dRVH9NvWp1PDTB6H,10
CHALLENGER,SA-XQlkxCRXQpxMuA-b39ahriNF2dSyB5Gfy13pNCIJdjZg,은가뉴,751,152,117,False,False,False,False,U6N_E8NuKvS8hhJyhkYgG0iAPvqqy_SbXTkY1ZDRy6ho43w,2
CHALLENGER,qDdG-Xv0btahos-BrYtcebdem_0n9HSrR7Mj_8ySY8sDP8OanjPZ2ndPdw,shenzhenshaoye,1149,294,226,True,False,False,False,QYiUd1ot8lN1hOaajKwdHPon-9DHrN5FuErrf0mQgDKpccvsKeXCwai7,12
CHALLENGER,SObQr_uE1Yr6W8xxIvo6bkTtGtmWOXOafxN5yuwuOk5Y5js,ACxiaohao,900,242,200,True,False,False,False,Rx4_gJrqrll3u84wljC0oBz878uiE_FAEEB1rRG-o881xkVdnR2Axe63,5
CHALLENGER,lDFH_aghS5Xli7xBchenQCMGmjmI1IZy5tT5IUY-6EbyNYg,도 일,733,293,251,False,False,True,False,Vxl1DGcqXR8SWawCebBleBfjFtpK4z_1vaYhhppHYcxomGMlsEdR9CCd,9
CHALLENGER,WvQcCp1KIPECbYD7_PvmmJL7YkCR1Xh1UDWOIm34gy0_5N_XL5dfMbG6-A,난 이제 악마다,1114,358,309,True,False,False,False,_RasvMMubFHir9_U-rk7-P46hRTZXM9AVD7rtagkms9hFLF64qA21XeH,15
CHALLENGER,VXNBaIXRAr2A91F7a2KqBLXZwYAoEQQxt-vSj_yDGnv91wn3Zx-hOYO02g,두두두dadada,734,89,56,False,False,False,False,eZO7anWerjm6xXFPL_vOZavbS9wOTCo0Fh-HbSDh3ACtV4ZGDPv75dZ9,8
CHALLENGER,sLEHSEYqbPpw37OTkTu37eLnsCWLiZ4e0bYUc--zQ5twBMi3zn4yP3o4Bw,black linyue,970,95,39,False,False,False,False,kD1YdUecohRniDHzXdWgXzRlxbIghjBnTOVItC6bQ7BAvkxmR0Nd0-3K,3
CHALLENGER,Vwn0husYHnBpvbWoS5d7-UZUBU2tsj1n_nohZvFquxbkBgg,Gen G Khael,744,177,150,False,False,True,False,a1LsQv_UtyVjK5nD3cDnxqxaxRCwIS0oirKIz6EXDrsxtVFqJUp21W-5,11
CHALLENGER,HBEun7oZyDDxaKufSAIkfS5soa1wemL16PVdg5glA5CstgQ,이 V,773,210,177,False,False,False,True,9S4xkBZpoH0Jg6D1ZHWk95350K-d2w-eTn1ntWFanYuYMEd1LJcoY0W9,10
CHALLENGER,0XfjD1D7DzDts5lVAkEMYRpo4UR0L-8gXcFyPYasorJ8lgY,오동1,740,615,561,False,False,False,True,Fpjv_ev9aEJ1iazAeYYr9havhtciff419c8xJEdaxq2sI1ztBoWWvS3f,4
CHALLENGER,aWsk9wyMUPlmhvdaElyik1iNBncuiGDOMYwwqzMtixz4ISY,zzzusss,745,183,153,False,False,True,False,P3MdSRCouCLkiBDl5tzPoamkUq2i5_yaSbZu1rFQ85KkhV0,4
CHALLENGER,QmiYxj3i2xZyqYkdcIARnaDjll4Ibz9ThH8-1LR5d6LMQg,죡같네1,692,160,125,False,False,False,False,jdoaOSySn80IjTV35H9DZ535eF4uZm3zwFl3dXSVOGP3,4
CHALLENGER,lYKCWhctC4ky1HfoEYsUCpMjyXqq0vC3_9Zg2tjmsXeRFvI,굉천광뢰 허무도,659,356,331,False,False,True,True,UFcaW-RNepHX1gH9POswRwBdUHxE3A8r-UOaAPHZNU9MRmw,11
CHALLENGER,SUP4DB-Ac08qBUagdW2WTE7pjPj2FQHhqJph4taZFaaLJ5M,방종하다,653,200,172,False,False,False,False,E8if92xNeD8N9FEIGP2BMR3g2bblTZeRnHF2cCBn9IVpkN1ifZ_26eTP,7
CHALLENGER,1U_UwzdzW7aqHFD2iQiHkulMhHrIieaVpmXmVEFcKOnVV1Ld-veSx1sUPg,egwerhrgdfb,838,297,254,True,False,False,True,8D9om3mtriv7clhBk5vN_PpGHT8OYo1-A82Dccu2TRSHL7tPH0hy7U8c,9
CHALLENGER,sY-EgDUr2w7QudS4W4y1KmZFIIbxoRDyBiFBeZWXQKYJCzE,AF Le5,1222,536,480,True,False,False,False,AEwlfKqTtsbeVx_98_xJho5AkHj4UbAAT1zJMQrKpAnjKck,6
CHALLENGER,d_LwYblOlAmKpS6jSyzL28rBqpRhH-CIz5LgkNBWEK0l9I2bz1qOFPYuFw,Boasortecontigo,575,591,548,False,False,True,False,enwiIvRMN7Iq0Zqv1IMlTmmTfETb44BoJiIjDe_h2GnovnepwwtM1xT9,11
CHALLENGER,qRfF7nphm3hg0lMZ8ylwyYi38BAlmycybLKYocQePC031GM,xinren,769,237,203,False,False,True,True,JQgrmlh8BJIOcvfVEqqd0XOojVIKBiOmfGeW0FV_ova2vMI,9
CHALLENGER,MBqZJxewNvLbB6KuCv0q4zscNqQGI69E-2MRzEHfb9uBBdZ8oAh2l94Rpg,Twitch하얗고예쁨,987,180,124,True,False,False,False,Ms4O0p7pbo7lZ9NVrIy_R9JPmzRbpfIfP7FOVcFVNi7sZXKhf03aFBUh,3
CHALLENGER,1f_iDFgyXcaoNkwSKcBKKGtkA1LUakZpHKgTCAza5OWiK2A,Shadow Supreme,701,174,144,False,False,False,False,M5FQuU8CZE85nY6KOvgIw_7AWH2AlHUNyCoYHVuN0id4jJc,2
CHALLENGER,FR2Du3PQza3XA-YlbVMFiOBbjnaYXXmzJkNVbvWEbK6fiCs,20171215,744,323,249,False,False,False,True,DFIIGEpJ-ZH93kxGiCB1wX2i5iHksZlkZjgtJqwTVmyCOy3-LuBBuA2_,5
CHALLENGER,54n7aUw2O_LKJq1sAdy3UlRb8k7g3QfNpcRaFzInbheWyHN9ovboGq0j1g,tes 740565123,960,407,366,True,False,False,True,1K3rCwVqgrhys48K6-6YW0fTK0YWf1t24XP-ny4ede-8fQKJwaOS2xxl,12
CHALLENGER,tVi2XV3OSDOQ1xhf7rHMqGIjV5EEkUr62yPMccuG1g52RBU,happyyyyyy,778,297,261,False,False,False,False,AIorhllk8FHUkjorFWrJvlPuGa3mlzw2OyT-Psv08GsyVwlovS4qEOVn,11
CHALLENGER,HNPly47dqe5Y1g8AJWsRn3WasjAH0sUbivZxVxzU4ikuCuo,나라카일,664,379,343,False,False,True,False,bN6F0heH8hR1Bw9y09mnRhXOYxAaDrpfXVs3l0rRQj6KSJA,6
CHALLENGER,WZUKMm19UdKFYxELtyu2kb-o6Womuwg7K7OWrnP6G2QTPkI,다섯 개의 가면,626,403,366,False,False,True,False,FuuuUVRItgZW9GrD5-H4GeRdVs6z4zc7vNSRP7MTwDRbs2pMNNfACV0H,15
CHALLENGER,_DTEKCCFi1LQ-LQBTjSz0im-7Kh_Py616rU694ILRVi0XJI,Gen G Quid,758,679,638,True,False,False,True,Gxfmg-NgefzYzwxYnKNFZix1BCU2Pe2cvBGxxSEPuFHuVMmxYtK87JXe,9
CHALLENGER,ED4Vx2OZYh8VaH6wR-Odtc5UEWabH5MjLGQcct7-HDHdqw,조세형마타,726,92,48,False,False,False,True,TW_SmXsq8pmPBD75eFdmVHqBPRyuVdb-PSrd8_FjHKs,12
CHALLENGER,Jssd_BGo8pV6BE0Nvc3ejPXBu9W5EzUzih68bWwXIOaC6Kb3Ab7pQvdNWQ,Talkingshlt,783,179,141,True,False,False,False,WeJg3AWpMkOsaYl53m72G-s4_PLDRq_mrsm-82W7erXUTombwLTZt84G,11
CHALLENGER,t-t2n2DCy13yCdahnC4w26CRK13D0-PZHYIFby4Ky5xEFTo-2ouIdIbhug,uyjgrthdfhgdh,1000,403,341,True,False,False,False,yzpZUtNrHgbmojrUaUGkLWmYwZmiQMobpTaMIACb75bEWVTZZmvMGq-Z,11
CHALLENGER,Ekd9ouD5PJYpni3ehsFdveR-1wirjM9FFVuedHTKpMW7omw,멘탈잡자으쌰으쌰,641,206,170,False,False,False,False,pdHi55eps74VIUBrM8bp-7sfNf9WHOT57Gz3uc1kmH_5B-o,1
CHALLENGER,-CAzzT9C1vI7cgN8Q7zQYtT3YPC0ROH8GIiOqMlW7zDt00c,Mitsuki,730,244,183,True,False,False,False,1qa-XS_g9ARls5TVA_S6LQnL5zkGZ9X8mzVmBPP3NLK0BTmABqXkrTzu,11
CHALLENGER,DCFz0i-usqOFMpOhaNHOVMqme844tKsqbMjaHd57LMrb3SQFkPPsB7ZxKg,Bzhan Kejunda,642,533,478,False,False,False,False,jbIIX295zcPdKgQfbmbmM1qzENlUMRSWzhR58l4KKvtURFnybXtpvJEu,11
CHALLENGER,yJqkeUw9UQs1EY3G2Qgb1jScYkiZMz4ylIrEqbGwyht7fL5A2iSdep2UHA,그아아아아아악,743,87,45,False,False,False,False,R6UFKLJaRezna272JGB-AG1unv0dMQGJ6-wyq3pwkY6U_dGz5CELhIc9,8
CHALLENGER,qnMUY85Pw6-2DjhSp_T1h_zPDWqaFQl-wR6D8xCOCnp_fAM,쿠 리,1019,304,244,True,False,False,True,2y19E6jsadF44P-YoYdHfUDuYZ6b025CdePYJyEc8AHRL8xv6CiZV_El,6
CHALLENGER,lD2S7tMtYMmdB3MYtVYkclM2LtyqI6ZAt-i9PSpl1PK7M3_amkW7IQFkJg,huntiandi1,668,468,425,False,False,True,False,Qch6D1bl3DIqNZQLp6-04Q8optRCw2QLvkxRZ9sTrmmTxRvRxONCq0C2,8
CHALLENGER,Hn6j-AMss_ada00IfuRgv2eO8rdEOFQN1-uDBWidPDSdVaFIiA07e1e5IA,Not weak,732,366,321,True,False,False,False,Vviyp1C2ttEpnVVAwxGoIT6jQos4tnasnmZGxaWCJz_20mIdE01zAjNU,8
CHALLENGER,IVWHsSKLsAg2CMcaWlIgfnlbVVsBHzk_QiGeuX6rVAfZbIM,고등학생,727,691,635,False,False,False,False,olexhaBCs0F-W1geLTr9O6yyB74mUMZ3_JE-MnRnMEP56c4,9
CHALLENGER,KRfcXqTsdIGMpkC7GI68S9UpH93V3drimVVJFxkK52eASu0,못할 때도 있지,834,326,285,True,False,False,False,84QgyoR6lbavvTh0Kq_4Z6EZtSc6XY0XaI1cOTKv2AC_rkwLh8sJelWb,2
CHALLENGER,RIZBrKiNUEFTER2tZqisfBXPg0P7wMTV9WX0Dw5MiPVC4ez1djHzeQtmrQ,xue yue feng hua,805,541,454,False,False,True,True,wLQXkdZYVtAx7w_D06NwDk8DuNXLF-6PQ3IdMQ0Trk9IcU3GjyJ48NHV,6
CHALLENGER,Hpa-6iJdKYxKudgfBrfaGmvV4hIJoxpPqvWaM-w8PytcXfRknje_XJY0VQ,shuoIezaijian,934,136,81,False,False,False,False,PP5mEYxRGXtsTjSTTBTxBXrJCwNuxumXg2PkfOTe1i9VQ8f6ne_jzvHI,5
CHALLENGER,WelQxn5IEoJK9niMj9_jY4vVOzLYAkVnwX04qcJ1g559DaVyxHxeg033XQ,invest for me,1103,120,87,False,False,False,True,wQroc1nQvMzFU-fjS2zZiU0-ec_C1DDcuwH3c3f7pzfhMpfCzvajDPeq,8
CHALLENGER,Oed76PPHIlNfNpS_q46m83c8RM9hH8BSILTWPX4PAXjU-dM,FA BBakPyo,679,217,185,False,False,True,True,nL43uWJ8qJTFD5qhqFGbhVhymB3kO0IT6bWNBduIVNonkDs,4
CHALLENGER,X5jaDUlsTSGDOzh4OUD1gqU4xu34Why6CcZAhIUe3VGm4g,taihaoIe,706,369,324,False,False,False,True,SfZa02SpU9-HdnfPgUjjkgQ_AkCevLRgB2H2R3pyyQ7B,8
CHALLENGER,pWr8-3_jQ7BpqsMjsru1MrjlmCrTHsqSp3StN1MEf8ZeCUE,Osadia,729,133,106,True,False,False,False,tmAt8GNp9qp2XAwHPM6_V12mWSVnpzO36C5WJ2_zl5YjmBI,11
CHALLENGER,F1V5GpKeSm2AQ98N7MSwriq-rHrOzNK3SjCSGEfSDeJoZpuFz727iwi6sQ,기포기포기포기포,800,280,228,True,False,False,True,GkUvSr6GtGy6FO7wEB8vjkO-Z5sC_PM4XmJkqSTKR1iFs5cLZjk3L9Lv,11
CHALLENGER,2yvtXuEip5jwhHUQbs5YSnn0V9Ncrtkl-HWcNOPfm5FOPW4,Luv Letterr,1282,261,179,True,False,False,False,VFHL-1meBSL3epkbzLCeJuBOZOizoje7ta1IzSNU7dy5ILCYsfDMUne6,9
CHALLENGER,jBEkFREyvixzzWalAVtiDNJwLeYeP8lezqF_ZwSOSXWBbRbJKsH1ffbQxw,서폿 다솜,641,110,79,False,False,False,False,JKl5rIk2KelPIholhcE9GQlmgImY6xge4MX41PQYQpum5-g5cCFiVEfr,2
CHALLENGER,JTqeYlTgxRwroJ1yBCZkB6srMQUFvMmDU5Vlw_6e4K67f4Q,에르피디,727,137,109,True,False,False,True,ch63qjGAvDU1vfVdkqQDT1ADikibFYtLRuUyqF5qSN8153k,2
CHALLENGER,GP3Nwv5zPqQzl_ueaEP4pARzSvD-kThfhoBEOdWn7tg2CNw,호잇이,897,391,351,True,False,False,False,XXLfXT4XA52wVhMpXKsbn-YwYr0BBoblcxkRjPgR4zTC7Qc,10
CHALLENGER,Nl9avhm36r-z5dJ6YJX05uhd2dQvfv9py8F2LoJh3TjIBsg,iilllililililill,654,292,260,False,False,True,False,Ji6MXS53efQ195QFs99rY41aIXmTqa_1tca858r9f7mQJi4,6
CHALLENGER,XXd9QNWozrVD5LdyItZi0s0M7q36mcNZeA2_It7Go7d8gLunVqNHlJP-YA,은하박사,721,287,242,False,False,True,False,5Pv4qHlHEHdjVtjWTjQsr1eeZ1oFoJrFdCVutwUPMsAa_GjsOpGDY9fv,7
CHALLENGER,eo-ySxnd1n6ig8l7dhn4O29m8ylLD5nFCunzn-qtl0SeyQg,IlIiillIiiI,704,149,95,False,False,False,False,Wyu1_oY-g2xvdDjlE9WrgRXuq1HXvWf5lYF0bHRjozsdRu4,5
CHALLENGER,RSnjg1Ak9l1M4m0qjVilO1ZDBJb0WgjFF--9NecXQ4tXTVI,서렌누르면대충함,1073,198,143,True,False,False,True,dyu2a3z-xcQqLDAdfD9Mx72BPqdKq72QdidGZOMsexBywQparRUrtFCo,8
CHALLENGER,S0kChhwZyLG4cX5dlR3fx1fpuiMIh5GLzC3yyA2Brwrtjn0iHdOiua3tzQ,YM TOP,1129,220,150,True,False,False,False,8Zxe7yGz97VoGahVNd1a_--kb7AFarY5tEF3tFdnVz_v_Sl54qvct3IC,5
CHALLENGER,pxiQjFhQIrG_aqBJMymJPof5jOzqCbOB-0iDuvgSR-xhJ8c,EIderwood Azir,638,230,195,False,False,True,True,6XSDncTC4Dpw7ZatBHfWP1XQP3SoEF2HBztKywIdD98kEdg,2
CHALLENGER,z8gPjXmJ6vF61wGasmG3Txh3Ohc5hEjgnjD-qElGVpCoOOM,lnsane my life,620,190,152,False,False,True,False,_cHtHYWug-ZjkPOkIoRDHiyFnldOFT3oXbccHb4Or5C3gM8,10
CHALLENGER,8n9Gxe0DxoWe6mmDTlxlQH3hHPcsRzoWBBZM8NwepkU1hEU,곽곽보성,1067,216,169,True,False,False,True,KBFC3HhXwrI_giZKfT3u6eUZIDXgTENuRs2Pu5tKzKAjVfU,13
CHALLENGER,8ImrHn89aYsBWoDi0XcNpphGgALPDYUsvUOIOr2r8NkobFY,UMA PUI PUI,818,310,268,True,False,False,False,8evalpvuiI4smsBlSFqNErXlyGRqYWTEwtLXOUqSuU3YJo0,9
CHALLENGER,trQZ8n5jC7uVpmTrk0XQVtpno5xKWPzYgzwOzr6V5YFMmfM,cexk1lng,659,145,117,False,False,False,False,Blkmk1q80aoFgtJtE1ef1wwUZ3UvzrB3nThM0VYC8VYAdXs,11
CHALLENGER,KdjHO323zYpFO0hy2jw93BUYzZMSXjoSstff5vcb0fWjKRY,T1 Gumayusi,1040,496,462,True,False,False,False,Rwx0YGRTK01oHNyMGDcQPbBDvlvqv0WexpOq2x6Mu08bHDI,11
CHALLENGER,-PFT8WFE5cwOxyIKQdxchb9BA1R9HJV66-5Hq8Ka5zljOQ,언니우기,695,322,288,False,False,True,True,a9aErSEqpTxfjrjtQ9F2NvKWvSS2lDQ9d0GhCbGJf0iP,1
CHALLENGER,fDMO3C0EC9v9oxtUg1UY6WTZs_I0BMF2Pc7EGVH-UdZGgOk,Pnpm,767,103,68,False,False,False,False,e0jAoNk3sEBrNpKdi2r6ZOZKSKH8BVchBJZmbtttvIj2oaxMIJQfruIr,4
CHALLENGER,c3YX9tvo5i2mu2u4OrJON26dGyr8TyAFCo2P3lIPqqHWDkE,바보상단,682,385,354,False,False,True,False,pqJAddD9dIYmBHT30lGvoX3_3mKE5h7CInX8VGZ00El9zkI,12
CHALLENGER,T3xzFvj4qnG8AV6Kyxwdx9rdaFOtpwiWn1XOlcvcOgigfVg,Liiv Effort,897,173,134,True,False,False,False,4rC1GNDfuH7VSTMhj2wq6teeF3U6s9o2ox3YNaF7NOHX_gs,8
CHALLENGER,zD5MIL0tI7Zgh5jh5waoiU9g7AK6X5SrgQ8kUyRKSs3NTDs,asddasadsasd,1036,331,283,True,False,False,False,_g3Ynef54K1w6TQxJA4Ur6xdYjyP_eBNW10yfBe-bq396sw,7
CHALLENGER,hBlp05lV7LpoZFyxn0yWhgNx7x_hHqoXJefns2fvgdaZDzs,River9,858,357,319,True,False,False,False,RcwxrB7Xv0IhKzFKhFkT_qrioRIOYLrhismNVHVom40lPVffl_TJpMDr,11
CHALLENGER,pLfT3485TQBIvaxNtKBobQq3fR7npzjB0mPv0Qh0HwA_PXw,탑 팁,657,617,549,False,False,True,True,b6BnO9hgbnKyFHPpEpBWRtPDEnuOO2ZC38d5VTmcaEyFDY7TtZ1YxwBu,12
CHALLENGER,OPeykqzOAQ4ybWAyI6B8L_Wn0e-td74XGTfrn-hQ7hvbtMw,liiiiliiiiiill,614,261,236,False,False,True,False,HSV6jdl_WTl-k8VVx7lpX5IPpBqjVXlu_JisU4RFAaSF6x0,10
CHALLENGER,Lj9INXnS2lbulrHsxsNVv7BGwkliEhMWqsKwqjhLit8_kag,새벽밤공기밤하늘,973,217,173,True,False,False,True,EV0TKLkamodqrHKCKNx84cPTvA2JyIbJSmpqrMPAuyR7mpQ,9
CHALLENGER,ql3clzCNFnzHWAiRz3NNLA5F8JpvKHuSWCWRljWHkA98emU,sa xi bu li dana,690,167,139,False,False,False,False,E_c2RYtqnuSUjFhPkKBmB2xURLjFyYmnAaWqM6-hBAWuoXAgqGgzkmmM,9
CHALLENGER,O5oX0gzwmy0g1nBcM8kzmiuiXP4WTQoD3r2dGYbfeS9lrKg,강 주연,747,278,244,False,False,False,False,gwIr-SB5X_cjjf5AdfDpk6rkUzKYJjtjgafuHlY8NXBcX8E_Abs8Tgii,9
CHALLENGER,LmnU1pz9anTbUqi6iP1k1Y0QHtH7nrQKWISPLlzH5qAxLA,elole,784,123,80,False,False,False,True,S_0ESBCEgUZK4JXjlCtThPIed7Vs6XOZswX5NVtYhdPT,15
CHALLENGER,UlpslCdFhMd35A4qjZws2juK5WLBQud6g80XemPVNkgmZYg,몰 도,649,241,187,False,False,True,True,0p7h9gRa6qcO7o6yNHxZh-elNOS37OcBuT2CSD-v6wjhFwBI89cwh2Mj,3
CHALLENGER,aFjuxrz6QN9zaaS1JnLkc9letBBqRBgKIIxck4G870X9-Xw,DYU  wjc,999,167,122,True,False,False,True,q_kuNWFVmKsvsQAGypcEfq9HCC57dwRGtcBWfjyxN4NOZtRU1PegnkSd,5
CHALLENGER,L84bbtaiEKIdLfJe7dTA7Kg9OcWTiLQ-Eo7RyLDYoqZWht4,dpsdptmqnf,775,218,168,False,False,True,False,Bld4MTZQDzRJKyr82i5Hl-4dxgJVWeUD2LN9qRuRNS1cncs,7
CHALLENGER,Y0sSJp-6CBAiqnsI5aGBgTfESBgizmfcykUOWsrZhOp-pmY,lose jug,766,251,205,True,False,False,True,6G1Iw5NOFJaRNLRVCGl_3zwn-UTYR6Fa3FALDAYyhtyCQ-xLQ52Ox0Tl,7
CHALLENGER,u2arxYzAWREkGff8p2PlrKxY0AtXJ-wUGb8f7o8ZiENtYzk,jkjkjkjkk,1063,509,471,True,False,False,False,TOBfif5iTjuDQyNXvYwOekGFVgBn_4cNGEpKJyPHuRcOb0o,10
